equation,id,f_value,operating_condition,if,low_impact,inactive
C4H6 + H2CCCH <=> C3H4 + i-C4H5,560,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0016080280004006893,True,True
C2H3 + C4H6 <=> C2H4 + i-C4H5,561,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.017055816292443193,True,True
C4H6 + CH3 <=> CH4 + i-C4H5,562,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.02455264798148528,True,True
C4H6 + OH <=> C2H3 + CH3CHO,563,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.03546074685508701,True,True
C4H6 + OH <=> C2H5 + CH2CO,564,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.029896517798092385,True,True
C4H6 + OH <=> H2O + i-C4H5,565,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.008601882438552637,True,True
C4H6 + H <=> H2 + i-C4H5,566,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.023896835832766083,True,True
C4H6 + H <=> C3H4 + CH3,567,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.013428843681655039,True,True
C4H6 + O <=> C3H5 + CO + H,568,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0036748621240631197,True,True
C4H6 + O <=> OH + i-C4H5,569,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.03093183723777762,True,True
C4H6 + O2 <=> HO2 + i-C4H5,570,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.010622790627344567,True,True
C4H6 <=> C2H2 + C2H4,571,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.02323537992781098,True,True
C4H6 <=> C4H4 + H2,572,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.015093205124053126,True,True
C4H6 <=> H + i-C4H5,573,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0009793081931233905,True,True
CH3 + H2CCCH (+M) <=> C4H6 (+M),574,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0195669995840092,True,True
C2H3 + C2H4 <=> C4H6 + H,575,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.04451916541553768,True,True
2 C2H3 <=> C4H6,576,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.02470514769530122,True,True
C3H5 + nC4H7 <=> C3H6 + C4H6,577,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.00641043072609391,True,True
C2H5 + nC4H7 <=> C2H6 + C4H6,578,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.003967025715667681,True,True
C2H3 + nC4H7 <=> C2H4 + C4H6,579,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.00405103192076284,True,True
CH3 + nC4H7 <=> C4H6 + CH4,580,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.016209038967964547,True,True
H + nC4H7 <=> C4H6 + H2,581,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.002825457782604259,True,True
O2 + nC4H7 <=> C4H6 + HO2,582,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.02717589903117449,True,True
nC4H7 + M <=> C3H4 + CH3 + M,583,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.017069799886263008,True,True
nC4H7 + M <=> C2H3 + C2H4 + M,584,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.00475896499786206,True,True
nC4H7 + M <=> C4H6 + H + M,585,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.017682729239812286,True,True
C2H5 + nC4H7 <=> C2H4 + C4H8,586,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.013225023780774591,True,True
C4H8 <=> H + nC4H7,587,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.019908028877943414,True,True
C4H8 <=> C3H5 + CH3,588,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.007447328068323436,True,True
C2H3 + C2H5 => C4H8,589,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.023528103724128828,True,True
C3H5 + C4H8 <=> C3H6 + nC4H7,590,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.005244153641319526,True,True
C4H8 + H <=> H2 + nC4H7,591,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.014388934966754537,True,True
C4H8 + HO2 <=> H2O2 + nC4H7,592,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.006420993507024521,True,True
C2H5 + C4H8 <=> C2H6 + nC4H7,593,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.006298953870770087,True,True
C4H8 + CH3 <=> CH4 + nC4H7,594,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.025923441643100516,True,True
C4H8 + OH <=> H2O + nC4H7,595,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.015122901784944638,True,True
C4H8 + O <=> OH + nC4H7,596,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.042467295660929695,True,True
C4H8 + OH <=> CH2O + nC3H7,597,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.014292019180067936,True,True
C4H8 + OH <=> C2H5 + CH3CHO,598,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.006287293240464558,True,True
C4H8 + O <=> C2H4 + CH3CHO,599,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.028407834120893382,True,True
C4H8 + O => C2H5 + CH3 + CO,600,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.011723688774518017,True,True
C4H8 + O <=> C3H6 + CH2O,601,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.008792966330926598,True,True
C4H8 + OH => C2H6 + CH3 + CO,602,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.00033176885376917317,True,True
C4H8 + O <=> HCO + nC3H7,603,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.013455344847208778,True,True
C2H3 + H2CCCH <=> C5H5 + H,604,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.018583833093897946,True,True
C5H5 <=> C2H2 + H2CCCH,605,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.013974312906752436,True,True
C5H5 + O2 <=> C2H2 + CH2CO + HCO,606,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.030802870935308792,True,True
C5H6 + O2 <=> C5H5 + HO2,607,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.019333348590338983,True,True
C5H5 + O <=> CO + i-C4H5,608,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.017049524021496898,True,True
C5H6 + H <=> C5H5 + H2,609,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.01541191407231071,True,True
C5H6 + H <=> C2H2 + C3H5,610,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0012015855283918251,True,True
C5H5 + H <=> C5H6,611,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.029936224940270102,True,True
C5H5 + OH <=> 2 C2H2 + CH2O,612,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.008115639678148281,True,True
C5H6 + OH <=> C5H5 + H2O,613,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.03245640545859107,True,True
C5H6 + HO2 <=> C5H5 + H2O2,614,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.010228849697999342,True,True
C2H3 + C5H6 <=> C2H4 + C5H5,615,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.00047162284212967013,True,True
C6H5O <=> C5H5 + CO,616,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0387907583343259,True,True
C6H5O + O <=> C5H5 + CO2,617,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.012662073317405223,True,True
C6H5O + H <=> C5H6 + CO,618,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0030401986943354347,True,True
C6H5O + H <=> C6H5OH,619,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.014887456411794236,True,True
C6H5OH <=> C5H6 + CO,620,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.026001403034066808,True,True
C6H5OH + O <=> C6H5O + OH,621,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.00940728293909178,True,True
C6H5OH + H <=> C6H5O + H2,622,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.017500796367162442,True,True
C6H5OH + OH <=> C6H5O + H2O,623,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.002852823834828427,True,True
C2H3 + C6H5OH <=> C2H4 + C6H5O,624,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.02529851537528461,True,True
2 H2CCCH <=> A1,625,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.017880352683515795,True,True
2 H2CCCH <=> A1- + H,626,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.015855022393623595,True,True
C2H3 + H2CCCCH <=> A1,627,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.001293129322306728,True,True
C2H3 + H2CCCCH <=> A1- + H,628,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0025131408779240937,True,True
C3H4 + H2CCCH <=> A1 + H,629,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.006164455875801097,True,True
C2H3 + C4H4 <=> A1 + H,630,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.019183975303045966,True,True
C2H2 + H2CCCCH <=> A1-,631,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.02881650554917321,True,True
C2H2 + C4H4 <=> A1- + H,632,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.005528846736158818,True,True
C2H2 + i-C4H5 <=> A1 + H,633,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.008413598817567265,True,True
C2H3 + i-C4H5 <=> A1 + H2,634,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.007955092774051079,True,True
C2H + i-C4H5 <=> A1,635,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.007594803082833189,True,True
C2H + i-C4H5 <=> A1- + H,636,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.013580202671971877,True,True
C5H5 + CH3 <=> A1 + 2 H,637,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.008244883798879329,True,True
C2H3 + C5H6 <=> A1 + CH3,638,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.019031787380229707,True,True
A1 <=> A1- + H,639,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.003742220939213807,True,True
A1 + O2 <=> A1- + HO2,640,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.010995088868681913,True,True
A1 + O <=> A1- + OH,641,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.005753888200273653,True,True
A1 + O <=> C6H5OH,642,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.005548224145238444,True,True
A1 + O <=> C6H5O + H,643,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.007618754283703955,True,True
A1 + H <=> A1- + H2,644,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0184601872932172,True,True
A1 + OH <=> C6H5OH + H,645,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.030830177669813753,True,True
A1 + OH <=> A1- + H2O,646,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.01347295140863126,True,True
A1- + O2 <=> C6H5O + O,647,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.007449118773901456,True,True
A1- + O <=> C5H5 + CO,648,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.009809010042963024,True,True
A1- + OH <=> C6H5O + H,649,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.01578051754135944,True,True
A1- + C6H5OH <=> A1 + C6H5O,650,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.006866930503162547,True,True
C3H4 + i-C4H5 <=> C7H8 + H,651,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.008123633216197412,True,True
H2CCCH + i-C4H5 <=> C7H7 + H,652,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.005054228949651436,True,True
A1 + CH2 <=> C7H8,653,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0017678239886276675,True,True
A1 + CH2(S) <=> C7H8,654,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0017978919457371618,True,True
C7H8 <=> A1- + CH3,655,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.006386791386773869,True,True
H2CCCH + i-C4H5 <=> C7H8,656,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.023400658306770555,True,True
C7H8 + O2 <=> C7H7 + HO2,657,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.002044786687713017,True,True
C7H8 + O <=> C7H7 + OH,658,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.007179107606865623,True,True
C7H8 + H <=> A1 + CH3,659,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0053005474121281,True,True
C7H8 + H <=> C7H7 + H2,660,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0007454456392349467,True,True
C7H8 + OH <=> C7H7 + H2O,661,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.006792448049082848,True,True
C7H8 + HO2 <=> C7H7 + H2O2,662,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0029263050187622475,True,True
C7H8 + CH3 <=> C7H7 + CH4,663,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.012409224770187416,True,True
C2H3 + C7H8 <=> C2H4 + C7H7,664,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.023268260602866297,True,True
C7H8 + H2CCCH <=> C3H4 + C7H7,665,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.006269562205662094,True,True
C3H5 + C7H8 <=> C3H6 + C7H7,666,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.026374303305860398,True,True
C5H5 + C7H8 <=> C5H6 + C7H7,667,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.015462408477907768,True,True
A1- + C7H8 <=> A1 + C7H7,668,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.015557048144188143,True,True
C6H5O + C7H8 <=> C6H5OH + C7H7,669,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.011020735170338395,True,True
C7H8 + HCO <=> C7H7 + CH2O,670,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0018087104556458507,True,True
C7H8 + i-C4H5 <=> C4H6 + C7H7,671,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.011908932339605403,True,True
C7H7 + H2CCCH <=> C3H2 + C7H8,672,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.011345386470940789,True,True
C7H7 + HO2 <=> A1- + CH2O + OH,673,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.010629680583424422,True,True
C7H7 + O2 <=> A1- + HCO + OH,674,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.003688383793204191,True,True
C7H7 + HO2 <=> A1 + HCO + OH,675,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0060707146758652965,True,True
C7H7 + OH <=> A1- + CH2OH,676,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.006955639032595714,True,True
A1- + CH3 <=> C7H7 + H,677,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.023068463832967286,True,True
C7H7 <=> C4H4 + H2CCCH,678,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.01805027903402372,True,True
C7H7 <=> C2H2 + C5H5,679,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.025646556861782705,True,True
C7H7 + O <=> A1 + HCO,680,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.033578723710430546,True,True
C7H7 + O <=> A1- + CH2O,681,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.019238591247111317,True,True
C7H7 + H <=> C7H8,682,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.00034630216025671875,True,True
C7H7 + H + OH <=> A1 + CH2OH,683,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.012494766295257378,True,True
C4H2 + i-C4H5 <=> A1C2H + H,684,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.013506712778337664,True,True
A1C2H- + H (+M) <=> A1C2H (+M),685,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.016767716543147532,True,True
C4H2 + H2CCCCH <=> A1C2H-,686,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.024275775239646077,True,True
A1- + C4H2 <=> A1C2H + C2H,687,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.01809434298870961,True,True
A1- + C2H3 <=> A1C2H + H2,688,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.014860074319091414,True,True
A1- + C4H4 <=> A1C2H + C2H3,689,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.011765589073331131,True,True
A1 + C2H <=> A1C2H + H,690,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.029962595684159692,True,True
A1- + C2H <=> A1C2H,691,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.031117414337669076,True,True
A1C2H + O <=> A1C2H- + OH,692,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.013282223359549955,True,True
A1C2H + O <=> A1- + HCCO,693,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.022644601451418514,True,True
A1C2H + O <=> C2H + C6H5O,694,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.006888241914250632,True,True
A1C2H + H <=> A1C2H- + H2,695,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.014725576478918236,True,True
A1C2H + H <=> A1- + C2H2,696,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.004394001891284514,True,True
A1C2H + H <=> n-C8H7,697,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.015795465171626003,True,True
A1C2H + OH <=> A1C2H- + H2O,698,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.006442907650171166,True,True
A1C2H + OH <=> A1- + CH2CO,699,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.022010657056775355,True,True
A1C2H + OH <=> A1 + HCCO,700,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0022811717149412696,True,True
A1C2H + C2H <=> A1C2H- + C2H2,701,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.004113843473019859,True,True
2 C4H4 <=> A1C2H3,702,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0013852128240711959,True,True
C4H4 + i-C4H5 <=> A1C2H3 + H,703,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.01966202002496352,True,True
C5H5 + H2CCCH <=> A1C2H3* + H,704,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0061919223153915565,True,True
A1 + C2H3 <=> A1C2H3 + H,705,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.009234882291751052,True,True
A1- + C2H3 <=> A1C2H3,706,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.04452445635507567,True,True
A1- + C2H4 <=> A1C2H3 + H,707,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0008552329780155485,True,True
A1- + C4H4 <=> A1C2H3 + C2H,708,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.021894923825876694,True,True
A1- + C4H6 <=> A1C2H3 + C2H3,709,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.006129440915716685,True,True
C7H7 + CH2 <=> A1C2H3 + H,710,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.013628041086407725,True,True
A1C2H3 + H <=> H2 + n-C8H7,711,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0001292398078668624,True,True
A1C2H3 + H <=> A1C2H3* + H2,712,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0034891432636961206,True,True
A1C2H3 + O <=> A1- + CH2CHO,713,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.01674276201162371,True,True
A1C2H3 + O <=> A1- + CH3 + CO,714,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.020405607479075813,True,True
A1C2H3 + O <=> C2H3 + C6H5O,715,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.001155997840462486,True,True
A1C2H3 + O <=> OH + n-C8H7,716,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0006267879745867443,True,True
A1C2H3 + OH <=> H2O + n-C8H7,717,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0035307173074755217,True,True
A1C2H3 + OH => C2H4 + C6H5O,718,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.013482294897979676,True,True
A1C2H3 + OH <=> A1C2H3* + H2O,719,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.004190113098762182,True,True
A1C2H3 + OH <=> C7H7 + CH2O,720,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.041907483264631874,True,True
A1C2H3 + O2 <=> C6H5O + CH2CHO,721,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.013700155778918423,True,True
A1C2H3* + O2 <=> C6H5O + CH2CO,722,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.02505488173522122,True,True
A1C2H3* + H (+M) <=> A1C2H3 (+M),723,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.027179017304715298,True,True
C5H5 + H2CCCH <=> H + n-C8H7,724,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.0001666711977548101,True,True
A1 + C2H <=> n-C8H7,725,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.014144812604577575,True,True
A1- + C2H2 <=> n-C8H7,726,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.04139483413590824,True,True
A1- + C2H3 <=> H + n-C8H7,727,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.03209801322682276,True,True
H + n-C8H7 <=> A1C2H3,728,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.017177479854335483,True,True
H + n-C8H7 <=> A1C2H + H2,729,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.013538967442503281,True,True
OH + n-C8H7 <=> A1C2H + H2O,730,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.01470963531382756,True,True
C4H4 + C5H5 <=> H + INDENE,731,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.011096864680635959,True,True
A1- + H2CCCH <=> INDENE,732,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.01827100189285813,True,True
A1- + C4H6 <=> CH3 + INDENE,733,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.002904456233611237,True,True
A1 + i-C4H5 <=> CH3 + INDENE,734,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.022379498642520933,True,True
A1- + C3H4 <=> H + INDENE,735,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",2.1448085826721136e-05,True,True
C2H + C4H2 <=> C6H2 + H,736,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.024083628545408037,True,True
C2H2 + C4H <=> C6H2 + H,737,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.000261941060132176,True,True
2 C3H2 => C6H2 + H2,738,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.006305266491153484,True,True
C2H2 + C6H <=> C8H2 + H,739,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.005978711485012604,True,True
C2H + C6H2 <=> C8H2 + H,740,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.015946099074368954,True,True
C2H + C6H <=> C8H2,741,0.3,"[1286, 1.17, 'C2H4:0.01, O2:0.03, AR:0.96']",0.028621241592396474,True,True
